Heartbeat sent
         11202 function calls in 0.030 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
      200    0.000    0.000    0.000    0.000 ardupilotmega.py:77(__init__)
      400    0.000    0.000    0.000    0.000 utils.py:35(_check_byteslike)
      200    0.000    0.000    0.000    0.000 {built-in method _openssl.EVP_get_cipherbyname}
      700    0.000    0.000    0.000    0.000 {method 'new' of '_cffi_backend.FFI' objects}
      300    0.000    0.000    0.000    0.000 {built-in method _openssl.EVP_CipherUpdate}
     1700    0.000    0.000    0.000    0.000 {built-in method builtins.len}
      100    0.000    0.000    0.000    0.000 aead.py:97(_validate_lengths)
      300    0.000    0.000    0.000    0.000 {built-in method _openssl.EVP_CIPHER_CTX_ctrl}
      400    0.000    0.000    0.000    0.000 {built-in method _struct.pack}
      400    0.000    0.000    0.000    0.000 {method 'from_buffer' of '_cffi_backend.FFI' objects}
      100    0.000    0.000    0.000    0.000 ardupilotmega.py:155(get_header)
      100    0.000    0.000    0.000    0.000 {built-in method _openssl.EVP_CIPHER_CTX_new}
      100    0.000    0.000    0.000    0.000 {built-in method _openssl.EVP_CipherFinal_ex}
      400    0.000    0.000    0.000    0.000 {built-in method builtins.isinstance}
      200    0.000    0.000    0.000    0.000 {method 'encode' of 'str' objects}
      100    0.000    0.000    0.000    0.000 {method 'endswith' of 'bytes' objects}
      100    0.000    0.000    0.000    0.000 {method 'gc' of '_cffi_backend.FFI' objects}
      100    0.000    0.000    0.000    0.000 {method 'split' of 'bytes' objects}
      100    0.000    0.000    0.000    0.000 {method 'pack' of '_struct.Struct' objects}
      100    0.000    0.000    0.000    0.000 {method 'decode' of 'bytes' objects}
        1    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}

Heartbeat sent
         11202 function calls in 0.030 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.030    0.030 drone_test.py:69(send_spefic)
      100    0.000    0.000    0.029    0.000 drone_test.py:36(send_with_header)
      100    0.000    0.000    0.021    0.000 ardupilotmega.py:20326(send)
      100    0.000    0.000    0.021    0.000 ardupilotmega.py:9514(pack)
      100    0.001    0.000    0.020    0.000 ardupilotmega.py:248(_pack)
      200    0.019    0.000    0.019    0.000 ardupilotmega.py:61(accumulate)
      100    0.000    0.000    0.019    0.000 ardupilotmega.py:56(__init__)
      100    0.000    0.000    0.007    0.000 crypto_funcitons.py:48(encrypt_AESCCM)
      100    0.000    0.000    0.006    0.000 aead.py:62(encrypt)
      100    0.000    0.000    0.005    0.000 aead.py:27(_encrypt)
      100    0.001    0.000    0.005    0.000 aead.py:167(_evp_cipher_encrypt)
      100    0.001    0.000    0.002    0.000 aead.py:76(_evp_cipher_aead_setup)
     1000    0.001    0.000    0.001    0.000 backend.py:144(openssl_assert)
      100    0.000    0.000    0.001    0.000 aead.py:32(__init__)
      200    0.001    0.000    0.001    0.000 {built-in method _openssl.EVP_CipherInit_ex}
      100    0.000    0.000    0.001    0.000 ardupilotmega.py:22716(specific_usage_encode)
      100    0.000    0.000    0.001    0.000 mavutil.py:1294(write)
      100    0.000    0.000    0.001    0.000 ardupilotmega.py:9506(__init__)
      100    0.000    0.000    0.001    0.000 backend.py:571(aead_cipher_supported)
      200    0.000    0.000    0.001    0.000 ardupilotmega.py:86(pack)
      100    0.001    0.000    0.001    0.000 {method 'send' of '_socket.socket' objects}
      100    0.000    0.000    0.000    0.000 aead.py:21(_aead_cipher_supported)
      100    0.000    0.000    0.000    0.000 aead.py:158(_evp_cipher_process_data)
      200    0.000    0.000    0.000    0.000 aead.py:57(_evp_cipher_cipher_name)
      100    0.000    0.000    0.000    0.000 aead.py:147(_evp_cipher_process_aad)
      100    0.000    0.000    0.000    0.000 aead.py:104(_check_params)
      100    0.000    0.000    0.000    0.000 aead.py:139(_evp_cipher_set_length)
      100    0.000    0.000    0.000    0.000 ardupilotmega.py:131(__init__)
     1000    0.000    0.000    0.000    0.000 binding.py:20(_openssl_assert)
      100    0.000    0.000    0.000    0.000 aead.py:70(_evp_cipher)
      200    0.000    0.000    0.000    0.000 ardupilotmega.py:77(__init__)
      400    0.000    0.000    0.000    0.000 utils.py:35(_check_byteslike)
      200    0.000    0.000    0.000    0.000 {built-in method _openssl.EVP_get_cipherbyname}
      700    0.000    0.000    0.000    0.000 {method 'new' of '_cffi_backend.FFI' objects}
      300    0.000    0.000    0.000    0.000 {built-in method _openssl.EVP_CipherUpdate}
     1700    0.000    0.000    0.000    0.000 {built-in method builtins.len}
      100    0.000    0.000    0.000    0.000 aead.py:97(_validate_lengths)
      300    0.000    0.000    0.000    0.000 {built-in method _openssl.EVP_CIPHER_CTX_ctrl}
      400    0.000    0.000    0.000    0.000 {built-in method _struct.pack}
      400    0.000    0.000    0.000    0.000 {method 'from_buffer' of '_cffi_backend.FFI' objects}
      100    0.000    0.000    0.000    0.000 ardupilotmega.py:155(get_header)
      100    0.000    0.000    0.000    0.000 {built-in method _openssl.EVP_CIPHER_CTX_new}
      400    0.000    0.000    0.000    0.000 {built-in method builtins.isinstance}
      100    0.000    0.000    0.000    0.000 {built-in method _openssl.EVP_CipherFinal_ex}
      200    0.000    0.000    0.000    0.000 {method 'encode' of 'str' objects}
      100    0.000    0.000    0.000    0.000 {method 'endswith' of 'bytes' objects}
      100    0.000    0.000    0.000    0.000 {method 'gc' of '_cffi_backend.FFI' objects}
      100    0.000    0.000    0.000    0.000 {method 'split' of 'bytes' objects}
      100    0.000    0.000    0.000    0.000 {method 'pack' of '_struct.Struct' objects}
      100    0.000    0.000    0.000    0.000 {method 'decode' of 'bytes' objects}
        1    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}

Heartbeat sent
         11202 function calls in 0.031 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.031    0.031 drone_test.py:69(send_spefic)
      100    0.000    0.000    0.030    0.000 drone_test.py:36(send_with_header)
      100    0.000    0.000    0.022    0.000 ardupilotmega.py:20326(send)
      100    0.000    0.000    0.021    0.000 ardupilotmega.py:9514(pack)
      100    0.001    0.000    0.021    0.000 ardupilotmega.py:248(_pack)
      200    0.019    0.000    0.019    0.000 ardupilotmega.py:61(accumulate)
      100    0.000    0.000    0.019    0.000 ardupilotmega.py:56(__init__)
      100    0.000    0.000    0.007    0.000 crypto_funcitons.py:48(encrypt_AESCCM)
      100    0.000    0.000    0.006    0.000 aead.py:62(encrypt)
      100    0.000    0.000    0.005    0.000 aead.py:27(_encrypt)
      100    0.001    0.000    0.005    0.000 aead.py:167(_evp_cipher_encrypt)
      100    0.001    0.000    0.003    0.000 aead.py:76(_evp_cipher_aead_setup)
      100    0.000    0.000    0.001    0.000 aead.py:32(__init__)
     1000    0.001    0.000    0.001    0.000 backend.py:144(openssl_assert)
      200    0.001    0.000    0.001    0.000 {built-in method _openssl.EVP_CipherInit_ex}
      100    0.000    0.000    0.001    0.000 mavutil.py:1294(write)
      100    0.000    0.000    0.001    0.000 ardupilotmega.py:22716(specific_usage_encode)
      100    0.000    0.000    0.001    0.000 backend.py:571(aead_cipher_supported)
      100    0.000    0.000    0.001    0.000 ardupilotmega.py:9506(__init__)
      100    0.001    0.000    0.001    0.000 {method 'send' of '_socket.socket' objects}
      200    0.001    0.000    0.001    0.000 ardupilotmega.py:86(pack)
      100    0.000    0.000    0.001    0.000 aead.py:21(_aead_cipher_supported)
      100    0.000    0.000    0.000    0.000 aead.py:158(_evp_cipher_process_data)
      200    0.000    0.000    0.000    0.000 aead.py:57(_evp_cipher_cipher_name)
      100    0.000    0.000    0.000    0.000 aead.py:104(_check_params)
      100    0.000    0.000    0.000    0.000 ardupilotmega.py:131(__init__)
      100    0.000    0.000    0.000    0.000 aead.py:147(_evp_cipher_process_aad)
      100    0.000    0.000    0.000    0.000 aead.py:139(_evp_cipher_set_length)
     1000    0.000    0.000    0.000    0.000 binding.py:20(_openssl_assert)
      100    0.000    0.000    0.000    0.000 aead.py:70(_evp_cipher)
      400    0.000    0.000    0.000    0.000 utils.py:35(_check_byteslike)
      200    0.000    0.000    0.000    0.000 ardupilotmega.py:77(__init__)
      200    0.000    0.000    0.000    0.000 {built-in method _openssl.EVP_get_cipherbyname}
      700    0.000    0.000    0.000    0.000 {method 'new' of '_cffi_backend.FFI' objects}
      300    0.000    0.000    0.000    0.000 {built-in method _openssl.EVP_CipherUpdate}
     1700    0.000    0.000    0.000    0.000 {built-in method builtins.len}
      100    0.000    0.000    0.000    0.000 aead.py:97(_validate_lengths)
      300    0.000    0.000    0.000    0.000 {built-in method _openssl.EVP_CIPHER_CTX_ctrl}
      400    0.000    0.000    0.000    0.000 {built-in method _struct.pack}
      400    0.000    0.000    0.000    0.000 {method 'from_buffer' of '_cffi_backend.FFI' objects}
      100    0.000    0.000    0.000    0.000 {built-in method _openssl.EVP_CIPHER_CTX_new}
      100    0.000    0.000    0.000    0.000 ardupilotmega.py:155(get_header)
      400    0.000    0.000    0.000    0.000 {built-in method builtins.isinstance}
      100    0.000    0.000    0.000    0.000 {built-in method _openssl.EVP_CipherFinal_ex}
      100    0.000    0.000    0.000    0.000 {method 'endswith' of 'bytes' objects}
      200    0.000    0.000    0.000    0.000 {method 'encode' of 'str' objects}
      100    0.000    0.000    0.000    0.000 {method 'gc' of '_cffi_backend.FFI' objects}
      100    0.000    0.000    0.000    0.000 {method 'split' of 'bytes' objects}
      100    0.000    0.000    0.000    0.000 {method 'pack' of '_struct.Struct' objects}
      100    0.000    0.000    0.000    0.000 {method 'decode' of 'bytes' objects}
        1    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}

Heartbeat sent
         11202 function calls in 0.032 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.032    0.032 drone_test.py:69(send_spefic)
      100    0.000    0.000    0.031    0.000 drone_test.py:36(send_with_header)
      100    0.000    0.000    0.023    0.000 ardupilotmega.py:20326(send)
      100    0.000    0.000    0.022    0.000 ardupilotmega.py:9514(pack)
      100    0.001    0.000    0.022    0.000 ardupilotmega.py:248(_pack)
      200    0.020    0.000    0.020    0.000 ardupilotmega.py:61(accumulate)
      100    0.000    0.000    0.020    0.000 ardupilotmega.py:56(__init__)
      100    0.000    0.000    0.007    0.000 crypto_funcitons.py:48(encrypt_AESCCM)
      100    0.000    0.000    0.006    0.000 aead.py:62(encrypt)
      100    0.000    0.000    0.005    0.000 aead.py:27(_encrypt)
      100    0.001    0.000    0.005    0.000 aead.py:167(_evp_cipher_encrypt)
      100    0.001    0.000    0.003    0.000 aead.py:76(_evp_cipher_aead_setup)
      100    0.000    0.000    0.001    0.000 aead.py:32(__init__)
     1000    0.001    0.000    0.001    0.000 backend.py:144(openssl_assert)
      200    0.001    0.000    0.001    0.000 {built-in method _openssl.EVP_CipherInit_ex}
      100    0.000    0.000    0.001    0.000 mavutil.py:1294(write)
      100    0.000    0.000    0.001    0.000 ardupilotmega.py:22716(specific_usage_encode)
      100    0.000    0.000    0.001    0.000 ardupilotmega.py:9506(__init__)
      100    0.000    0.000    0.001    0.000 backend.py:571(aead_cipher_supported)
      100    0.001    0.000    0.001    0.000 {method 'send' of '_socket.socket' objects}
      200    0.001    0.000    0.001    0.000 ardupilotmega.py:86(pack)
      100    0.000    0.000    0.001    0.000 aead.py:21(_aead_cipher_supported)
      100    0.000    0.000    0.000    0.000 aead.py:158(_evp_cipher_process_data)
      200    0.000    0.000    0.000    0.000 aead.py:57(_evp_cipher_cipher_name)
      100    0.000    0.000    0.000    0.000 aead.py:147(_evp_cipher_process_aad)
      100    0.000    0.000    0.000    0.000 aead.py:104(_check_params)
      100    0.000    0.000    0.000    0.000 aead.py:139(_evp_cipher_set_length)
      100    0.000    0.000    0.000    0.000 ardupilotmega.py:131(__init__)
     1000    0.000    0.000    0.000    0.000 binding.py:20(_openssl_assert)
      100    0.000    0.000    0.000    0.000 aead.py:70(_evp_cipher)
      200    0.000    0.000    0.000    0.000 ardupilotmega.py:77(__init__)
      400    0.000    0.000    0.000    0.000 utils.py:35(_check_byteslike)
      200    0.000    0.000    0.000    0.000 {built-in method _openssl.EVP_get_cipherbyname}
      700    0.000    0.000    0.000    0.000 {method 'new' of '_cffi_backend.FFI' objects}
      300    0.000    0.000    0.000    0.000 {built-in method _openssl.EVP_CipherUpdate}
      100    0.000    0.000    0.000    0.000 aead.py:97(_validate_lengths)
     1700    0.000    0.000    0.000    0.000 {built-in method builtins.len}
      300    0.000    0.000    0.000    0.000 {built-in method _openssl.EVP_CIPHER_CTX_ctrl}
      400    0.000    0.000    0.000    0.000 {built-in method _struct.pack}
      400    0.000    0.000    0.000    0.000 {method 'from_buffer' of '_cffi_backend.FFI' objects}
      100    0.000    0.000    0.000    0.000 {built-in method _openssl.EVP_CIPHER_CTX_new}
      100    0.000    0.000    0.000    0.000 ardupilotmega.py:155(get_header)
      400    0.000    0.000    0.000    0.000 {built-in method builtins.isinstance}
      100    0.000    0.000    0.000    0.000 {built-in method _openssl.EVP_CipherFinal_ex}
      200    0.000    0.000    0.000    0.000 {method 'encode' of 'str' objects}
      100    0.000    0.000    0.000    0.000 {method 'endswith' of 'bytes' objects}
      100    0.000    0.000    0.000    0.000 {method 'gc' of '_cffi_backend.FFI' objects}
      100    0.000    0.000    0.000    0.000 {method 'split' of 'bytes' objects}
      100    0.000    0.000    0.000    0.000 {method 'pack' of '_struct.Struct' objects}
      100    0.000    0.000    0.000    0.000 {method 'decode' of 'bytes' objects}
        1    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}

Heartbeat sent
         11202 function calls in 0.031 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.031    0.031 drone_test.py:69(send_spefic)
      100    0.000    0.000    0.030    0.000 drone_test.py:36(send_with_header)
      100    0.000    0.000    0.022    0.000 ardupilotmega.py:20326(send)
      100    0.000    0.000    0.021    0.000 ardupilotmega.py:9514(pack)
      100    0.001    0.000    0.021    0.000 ardupilotmega.py:248(_pack)
      200    0.020    0.000    0.020    0.000 ardupilotmega.py:61(accumulate)
      100    0.000    0.000    0.019    0.000 ardupilotmega.py:56(__init__)
      100    0.000    0.000    0.007    0.000 crypto_funcitons.py:48(encrypt_AESCCM)
      100    0.000    0.000    0.006    0.000 aead.py:62(encrypt)
      100    0.000    0.000    0.005    0.000 aead.py:27(_encrypt)
      100    0.001    0.000    0.005    0.000 aead.py:167(_evp_cipher_encrypt)
      100    0.001    0.000    0.003    0.000 aead.py:76(_evp_cipher_aead_setup)
      100    0.000    0.000    0.001    0.000 aead.py:32(__init__)
     1000    0.001    0.000    0.001    0.000 backend.py:144(openssl_assert)
      200    0.001    0.000    0.001    0.000 {built-in method _openssl.EVP_CipherInit_ex}
      100    0.000    0.000    0.001    0.000 mavutil.py:1294(write)
      100    0.000    0.000    0.001    0.000 ardupilotmega.py:22716(specific_usage_encode)
      100    0.000    0.000    0.001    0.000 backend.py:571(aead_cipher_supported)
      100    0.000    0.000    0.001    0.000 ardupilotmega.py:9506(__init__)
      100    0.001    0.000    0.001    0.000 {method 'send' of '_socket.socket' objects}
      200    0.001    0.000    0.001    0.000 ardupilotmega.py:86(pack)
      100    0.000    0.000    0.001    0.000 aead.py:21(_aead_cipher_supported)
      100    0.000    0.000    0.000    0.000 aead.py:158(_evp_cipher_process_data)
      200    0.000    0.000    0.000    0.000 aead.py:57(_evp_cipher_cipher_name)
      100    0.000    0.000    0.000    0.000 aead.py:147(_evp_cipher_process_aad)
      100    0.000    0.000    0.000    0.000 aead.py:139(_evp_cipher_set_length)
      100    0.000    0.000    0.000    0.000 aead.py:104(_check_params)
      100    0.000    0.000    0.000    0.000 ardupilotmega.py:131(__init__)
     1000    0.000    0.000    0.000    0.000 binding.py:20(_openssl_assert)
      100    0.000    0.000    0.000    0.000 aead.py:70(_evp_cipher)
      200    0.000    0.000    0.000    0.000 ardupilotmega.py:77(__init__)
      400    0.000    0.000    0.000    0.000 utils.py:35(_check_byteslike)
      200    0.000    0.000    0.000    0.000 {built-in method _openssl.EVP_get_cipherbyname}
      700    0.000    0.000    0.000    0.000 {method 'new' of '_cffi_backend.FFI' objects}
      300    0.000    0.000    0.000    0.000 {built-in method _openssl.EVP_CipherUpdate}
     1700    0.000    0.000    0.000    0.000 {built-in method builtins.len}
      300    0.000    0.000    0.000    0.000 {built-in method _openssl.EVP_CIPHER_CTX_ctrl}
      100    0.000    0.000    0.000    0.000 aead.py:97(_validate_lengths)
      400    0.000    0.000    0.000    0.000 {built-in method _struct.pack}
      400    0.000    0.000    0.000    0.000 {method 'from_buffer' of '_cffi_backend.FFI' objects}
      100    0.000    0.000    0.000    0.000 {built-in method _openssl.EVP_CIPHER_CTX_new}
      100    0.000    0.000    0.000    0.000 ardupilotmega.py:155(get_header)
      100    0.000    0.000    0.000    0.000 {built-in method _openssl.EVP_CipherFinal_ex}
      400    0.000    0.000    0.000    0.000 {built-in method builtins.isinstance}
      100    0.000    0.000    0.000    0.000 {method 'endswith' of 'bytes' objects}
      200    0.000    0.000    0.000    0.000 {method 'encode' of 'str' objects}
      100    0.000    0.000    0.000    0.000 {method 'gc' of '_cffi_backend.FFI' objects}
      100    0.000    0.000    0.000    0.000 {method 'split' of 'bytes' objects}
      100    0.000    0.000    0.000    0.000 {method 'pack' of '_struct.Struct' objects}
      100    0.000    0.000    0.000    0.000 {method 'decode' of 'bytes' objects}
        1    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}

Heartbeat sent
         11202 function calls in 0.031 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.031    0.031 drone_test.py:69(send_spefic)
      100    0.000    0.000    0.030    0.000 drone_test.py:36(send_with_header)
      100    0.000    0.000    0.022    0.000 ardupilotmega.py:20326(send)
      100    0.000    0.000    0.021    0.000 ardupilotmega.py:9514(pack)
      100    0.001    0.000    0.021    0.000 ardupilotmega.py:248(_pack)
      200    0.020    0.000    0.020    0.000 ardupilotmega.py:61(accumulate)
      100    0.000    0.000    0.019    0.000 ardupilotmega.py:56(__init__)
      100    0.000    0.000    0.007    0.000 crypto_funcitons.py:48(encrypt_AESCCM)
      100    0.000    0.000    0.006    0.000 aead.py:62(encrypt)
      100    0.000    0.000    0.005    0.000 aead.py:27(_encrypt)
      100    0.001    0.000    0.005    0.000 aead.py:167(_evp_cipher_encrypt)
      100    0.001    0.000    0.003    0.000 aead.py:76(_evp_cipher_aead_setup)
      100    0.000    0.000    0.001    0.000 aead.py:32(__init__)
     1000    0.001    0.000    0.001    0.000 backend.py:144(openssl_assert)
      200    0.001    0.000    0.001    0.000 {built-in method _openssl.EVP_CipherInit_ex}
      100    0.000    0.000    0.001    0.000 ardupilotmega.py:22716(specific_usage_encode)
      100    0.000    0.000    0.001    0.000 mavutil.py:1294(write)
      100    0.000    0.000    0.001    0.000 backend.py:571(aead_cipher_supported)
      100    0.000    0.000    0.001    0.000 ardupilotmega.py:9506(__init__)
      100    0.001    0.000    0.001    0.000 {method 'send' of '_socket.socket' objects}
      200    0.001    0.000    0.001    0.000 ardupilotmega.py:86(pack)
      100    0.000    0.000    0.001    0.000 aead.py:21(_aead_cipher_supported)
      200    0.000    0.000    0.000    0.000 aead.py:57(_evp_cipher_cipher_name)
      100    0.000    0.000    0.000    0.000 aead.py:158(_evp_cipher_process_data)
      100    0.000    0.000    0.000    0.000 aead.py:104(_check_params)
      100    0.000    0.000    0.000    0.000 aead.py:147(_evp_cipher_process_aad)
      100    0.000    0.000    0.000    0.000 ardupilotmega.py:131(__init__)
      100    0.000    0.000    0.000    0.000 aead.py:139(_evp_cipher_set_length)
     1000    0.000    0.000    0.000    0.000 binding.py:20(_openssl_assert)
      100    0.000    0.000    0.000    0.000 aead.py:70(_evp_cipher)
      400    0.000    0.000    0.000    0.000 utils.py:35(_check_byteslike)
      200    0.000    0.000    0.000    0.000 ardupilotmega.py:77(__init__)
      200    0.000    0.000    0.000    0.000 {built-in method _openssl.EVP_get_cipherbyname}
      700    0.000    0.000    0.000    0.000 {method 'new' of '_cffi_backend.FFI' objects}
      300    0.000    0.000    0.000    0.000 {built-in method _openssl.EVP_CipherUpdate}
      100    0.000    0.000    0.000    0.000 aead.py:97(_validate_lengths)
      300    0.000    0.000    0.000    0.000 {built-in method _openssl.EVP_CIPHER_CTX_ctrl}
     1700    0.000    0.000    0.000    0.000 {built-in method builtins.len}
      400    0.000    0.000    0.000    0.000 {built-in method _struct.pack}
      400    0.000    0.000    0.000    0.000 {method 'from_buffer' of '_cffi_backend.FFI' objects}
      100    0.000    0.000    0.000    0.000 {built-in method _openssl.EVP_CIPHER_CTX_new}
      400    0.000    0.000    0.000    0.000 {built-in method builtins.isinstance}
      100    0.000    0.000    0.000    0.000 ardupilotmega.py:155(get_header)
      100    0.000    0.000    0.000    0.000 {built-in method _openssl.EVP_CipherFinal_ex}
      100    0.000    0.000    0.000    0.000 {method 'gc' of '_cffi_backend.FFI' objects}
      200    0.000    0.000    0.000    0.000 {method 'encode' of 'str' objects}
      100    0.000    0.000    0.000    0.000 {method 'endswith' of 'bytes' objects}
      100    0.000    0.000    0.000    0.000 {method 'pack' of '_struct.Struct' objects}
      100    0.000    0.000    0.000    0.000 {method 'split' of 'bytes' objects}
      100    0.000    0.000    0.000    0.000 {method 'decode' of 'bytes' objects}
        1    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}

Heartbeat sent
         11202 function calls in 0.031 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.031    0.031 drone_test.py:69(send_spefic)
      100    0.000    0.000    0.030    0.000 drone_test.py:36(send_with_header)
      100    0.000    0.000    0.022    0.000 ardupilotmega.py:20326(send)
      100    0.000    0.000    0.021    0.000 ardupilotmega.py:9514(pack)
      100    0.001    0.000    0.021    0.000 ardupilotmega.py:248(_pack)
      200    0.020    0.000    0.020    0.000 ardupilotmega.py:61(accumulate)
      100    0.000    0.000    0.019    0.000 ardupilotmega.py:56(__init__)
      100    0.000    0.000    0.007    0.000 crypto_funcitons.py:48(encrypt_AESCCM)
      100    0.000    0.000    0.006    0.000 aead.py:62(encrypt)
      100    0.000    0.000    0.005    0.000 aead.py:27(_encrypt)
      100    0.001    0.000    0.005    0.000 aead.py:167(_evp_cipher_encrypt)
      100    0.001    0.000    0.003    0.000 aead.py:76(_evp_cipher_aead_setup)
      100    0.000    0.000    0.001    0.000 aead.py:32(__init__)
     1000    0.001    0.000    0.001    0.000 backend.py:144(openssl_assert)
      200    0.001    0.000    0.001    0.000 {built-in method _openssl.EVP_CipherInit_ex}
      100    0.000    0.000    0.001    0.000 ardupilotmega.py:22716(specific_usage_encode)
      100    0.000    0.000    0.001    0.000 mavutil.py:1294(write)
      100    0.000    0.000    0.001    0.000 ardupilotmega.py:9506(__init__)
      100    0.000    0.000    0.001    0.000 backend.py:571(aead_cipher_supported)
      200    0.001    0.000    0.001    0.000 ardupilotmega.py:86(pack)
      100    0.001    0.000    0.001    0.000 {method 'send' of '_socket.socket' objects}
      100    0.000    0.000    0.001    0.000 aead.py:21(_aead_cipher_supported)
      100    0.000    0.000    0.000    0.000 aead.py:158(_evp_cipher_process_data)
      200    0.000    0.000    0.000    0.000 aead.py:57(_evp_cipher_cipher_name)
      100    0.000    0.000    0.000    0.000 aead.py:147(_evp_cipher_process_aad)
      100    0.000    0.000    0.000    0.000 aead.py:104(_check_params)
      100    0.000    0.000    0.000    0.000 ardupilotmega.py:131(__init__)
      100    0.000    0.000    0.000    0.000 aead.py:139(_evp_cipher_set_length)
     1000    0.000    0.000    0.000    0.000 binding.py:20(_openssl_assert)
      100    0.000    0.000    0.000    0.000 aead.py:70(_evp_cipher)
      200    0.000    0.000    0.000    0.000 ardupilotmega.py:77(__init__)
      400    0.000    0.000    0.000    0.000 utils.py:35(_check_byteslike)
      200    0.000    0.000    0.000    0.000 {built-in method _openssl.EVP_get_cipherbyname}
      700    0.000    0.000    0.000    0.000 {method 'new' of '_cffi_backend.FFI' objects}
      300    0.000    0.000    0.000    0.000 {built-in method _openssl.EVP_CipherUpdate}
      300    0.000    0.000    0.000    0.000 {built-in method _openssl.EVP_CIPHER_CTX_ctrl}
     1700    0.000    0.000    0.000    0.000 {built-in method builtins.len}
      100    0.000    0.000    0.000    0.000 aead.py:97(_validate_lengths)
      400    0.000    0.000    0.000    0.000 {built-in method _struct.pack}
      400    0.000    0.000    0.000    0.000 {method 'from_buffer' of '_cffi_backend.FFI' objects}
      100    0.000    0.000    0.000    0.000 {built-in method _openssl.EVP_CIPHER_CTX_new}
      100    0.000    0.000    0.000    0.000 ardupilotmega.py:155(get_header)
      400    0.000    0.000    0.000    0.000 {built-in method builtins.isinstance}
      100    0.000    0.000    0.000    0.000 {built-in method _openssl.EVP_CipherFinal_ex}
      100    0.000    0.000    0.000    0.000 {method 'endswith' of 'bytes' objects}
      200    0.000    0.000    0.000    0.000 {method 'encode' of 'str' objects}
      100    0.000    0.000    0.000    0.000 {method 'split' of 'bytes' objects}
      100    0.000    0.000    0.000    0.000 {method 'gc' of '_cffi_backend.FFI' objects}
